METER_NO,CATEGORY,STREET,SUBURB,MAX_STAY_HRS,RESTRICTIONS,OPERATIONAL_DAY,OPERATIONAL_TIME,TAR_ZONE,TAR_RATE_WEEKDAY,TAR_RATE_AH_WE,LOC_DESC,VEH_BAYS,MC_BAYS,MC_RATE,LONGITUDE,LATITUDE,MOBILE_ZONE,MAX_CAP_CHG,ObjectId,geo_shape,geo_point_2d,VEH_BAYS_INT,MON_PARKING,TUE_PARKING,WED_PARKING,THU_PARKING,FRI_PARKING,SAT_PARKING,SUN_PARKING
4417,TICKETLESS METER MULTISPACE,HERSTON RD,HERSTON,3,NONE,MON-FRI,7AM-7PM,"Zone 2, 15 min free",4.5,,Herston Road between & Victoria Park Golf Complex in Herston,12,0,,153.024285,-27.449527,4000416,,507,"{""coordinates"": [153.024285, -27.44952700000001], ""type"": ""Point""}","-27.44952700000001, 153.024285",12,"[{'from': '00:00', 'to': '07:00', 'type': 'Free'}, {'from': '07:00', 'to': '19:00', 'type': 'Paid', 'fee': 4.5}, {'from': '19:00', 'to': '23:59', 'type': 'Free'}]","[{'from': '00:00', 'to': '07:00', 'type': 'Free'}, {'from': '07:00', 'to': '19:00', 'type': 'Paid', 'fee': 4.5}, {'from': '19:00', 'to': '23:59', 'type': 'Free'}]","[{'from': '00:00', 'to': '07:00', 'type': 'Free'}, {'from': '07:00', 'to': '19:00', 'type': 'Paid', 'fee': 4.5}, {'from': '19:00', 'to': '23:59', 'type': 'Free'}]","[{'from': '00:00', 'to': '07:00', 'type': 'Free'}, {'from': '07:00', 'to': '19:00', 'type': 'Paid', 'fee': 4.5}, {'from': '19:00', 'to': '23:59', 'type': 'Free'}]","[{'from': '00:00', 'to': '07:00', 'type': 'Free'}, {'from': '07:00', 'to': '19:00', 'type': 'Paid', 'fee': 4.5}, {'from': '19:00', 'to': '23:59', 'type': 'Free'}]","[{'from': '00:00', 'to': '23:59', 'type': 'Free'}]","[{'from': '00:00', 'to': '23:59', 'type': 'Free'}]"
4418,TICKETLESS METER MULTISPACE,HERSTON RD,HERSTON,3,NONE,MON-FRI,7AM-7PM,"Zone 2, 15 min free",4.5,,Herston Road between & Victoria Park Golf Complex in Herston,15,0,,153.023438,-27.449328,4000416,,508,"{""coordinates"": [153.023438, -27.449328000000012], ""type"": ""Point""}","-27.449328000000012, 153.023438",15,"[{'from': '00:00', 'to': '07:00', 'type': 'Free'}, {'from': '07:00', 'to': '19:00', 'type': 'Paid', 'fee': 4.5}, {'from': '19:00', 'to': '23:59', 'type': 'Free'}]","[{'from': '00:00', 'to': '07:00', 'type': 'Free'}, {'from': '07:00', 'to': '19:00', 'type': 'Paid', 'fee': 4.5}, {'from': '19:00', 'to': '23:59', 'type': 'Free'}]","[{'from': '00:00', 'to': '07:00', 'type': 'Free'}, {'from': '07:00', 'to': '19:00', 'type': 'Paid', 'fee': 4.5}, {'from': '19:00', 'to': '23:59', 'type': 'Free'}]","[{'from': '00:00', 'to': '07:00', 'type': 'Free'}, {'from': '07:00', 'to': '19:00', 'type': 'Paid', 'fee': 4.5}, {'from': '19:00', 'to': '23:59', 'type': 'Free'}]","[{'from': '00:00', 'to': '07:00', 'type': 'Free'}, {'from': '07:00', 'to': '19:00', 'type': 'Paid', 'fee': 4.5}, {'from': '19:00', 'to': '23:59', 'type': 'Free'}]","[{'from': '00:00', 'to': '23:59', 'type': 'Free'}]","[{'from': '00:00', 'to': '23:59', 'type': 'Free'}]"
4419,TICKETLESS METER MULTISPACE,HERSTON RD,HERSTON,3,NONE,MON-FRI,7AM-7PM,"Zone 2, 15 min free",4.5,,Herston Road between Wyndham St & RBH Medical School Access in Herston,9,0,,153.023029,-27.449045,4000416,,509,"{""coordinates"": [153.023029, -27.449045000000012], ""type"": ""Point""}","-27.449045000000012, 153.023029",9,"[{'from': '00:00', 'to': '07:00', 'type': 'Free'}, {'from': '07:00', 'to': '19:00', 'type': 'Paid', 'fee': 4.5}, {'from': '19:00', 'to': '23:59', 'type': 'Free'}]","[{'from': '00:00', 'to': '07:00', 'type': 'Free'}, {'from': '07:00', 'to': '19:00', 'type': 'Paid', 'fee': 4.5}, {'from': '19:00', 'to': '23:59', 'type': 'Free'}]","[{'from': '00:00', 'to': '07:00', 'type': 'Free'}, {'from': '07:00', 'to': '19:00', 'type': 'Paid', 'fee': 4.5}, {'from': '19:00', 'to': '23:59', 'type': 'Free'}]","[{'from': '00:00', 'to': '07:00', 'type': 'Free'}, {'from': '07:00', 'to': '19:00', 'type': 'Paid', 'fee': 4.5}, {'from': '19:00', 'to': '23:59', 'type': 'Free'}]","[{'from': '00:00', 'to': '07:00', 'type': 'Free'}, {'from': '07:00', 'to': '19:00', 'type': 'Paid', 'fee': 4.5}, {'from': '19:00', 'to': '23:59', 'type': 'Free'}]","[{'from': '00:00', 'to': '23:59', 'type': 'Free'}]","[{'from': '00:00', 'to': '23:59', 'type': 'Free'}]"
4420,TICKETLESS METER MULTISPACE,HERSTON RD,HERSTON,3,NONE,MON-FRI,7AM-7PM,"Zone 2, 15 min free",4.5,,Herston Road between Wyndham St & RBH Medical School Access in Herston,10,0,,153.023784,-27.449266,4000416,,510,"{""coordinates"": [153.023784, -27.449265999999994], ""type"": ""Point""}","-27.449265999999994, 153.023784",10,"[{'from': '00:00', 'to': '07:00', 'type': 'Free'}, {'from': '07:00', 'to': '19:00', 'type': 'Paid', 'fee': 4.5}, {'from': '19:00', 'to': '23:59', 'type': 'Free'}]","[{'from': '00:00', 'to': '07:00', 'type': 'Free'}, {'from': '07:00', 'to': '19:00', 'type': 'Paid', 'fee': 4.5}, {'from': '19:00', 'to': '23:59', 'type': 'Free'}]","[{'from': '00:00', 'to': '07:00', 'type': 'Free'}, {'from': '07:00', 'to': '19:00', 'type': 'Paid', 'fee': 4.5}, {'from': '19:00', 'to': '23:59', 'type': 'Free'}]","[{'from': '00:00', 'to': '07:00', 'type': 'Free'}, {'from': '07:00', 'to': '19:00', 'type': 'Paid', 'fee': 4.5}, {'from': '19:00', 'to': '23:59', 'type': 'Free'}]","[{'from': '00:00', 'to': '07:00', 'type': 'Free'}, {'from': '07:00', 'to': '19:00', 'type': 'Paid', 'fee': 4.5}, {'from': '19:00', 'to': '23:59', 'type': 'Free'}]","[{'from': '00:00', 'to': '23:59', 'type': 'Free'}]","[{'from': '00:00', 'to': '23:59', 'type': 'Free'}]"
4421,TICKETLESS METER MULTISPACE,CHESTER ST,TENERIFFE,1,NONE,MON-FRI,8AM-5PM,"Zone 1, 15 min free",6.15,,Chester St between Arthur St & Doggett St in Teneriffe,6,0,,153.042413,-27.455445,4000525,,511,"{""coordinates"": [153.04241299999998, -27.455445], ""type"": ""Point""}","-27.455445, 153.04241299999998",6,"[{'from': '00:00', 'to': '08:00', 'type': 'Free'}, {'from': '08:00', 'to': '17:00', 'type': 'Paid', 'fee': 6.15}, {'from': '17:00', 'to': '23:59', 'type': 'Free'}]","[{'from': '00:00', 'to': '08:00', 'type': 'Free'}, {'from': '08:00', 'to': '17:00', 'type': 'Paid', 'fee': 6.15}, {'from': '17:00', 'to': '23:59', 'type': 'Free'}]","[{'from': '00:00', 'to': '08:00', 'type': 'Free'}, {'from': '08:00', 'to': '17:00', 'type': 'Paid', 'fee': 6.15}, {'from': '17:00', 'to': '23:59', 'type': 'Free'}]","[{'from': '00:00', 'to': '08:00', 'type': 'Free'}, {'from': '08:00', 'to': '17:00', 'type': 'Paid', 'fee': 6.15}, {'from': '17:00', 'to': '23:59', 'type': 'Free'}]","[{'from': '00:00', 'to': '08:00', 'type': 'Free'}, {'from': '08:00', 'to': '17:00', 'type': 'Paid', 'fee': 6.15}, {'from': '17:00', 'to': '23:59', 'type': 'Free'}]","[{'from': '00:00', 'to': '23:59', 'type': 'Free'}]","[{'from': '00:00', 'to': '23:59', 'type': 'Free'}]"
4425,TICKETLESS METER MULTISPACE,FLORENCE ST,TENERIFFE,3,NONE,MON-FRI,8AM-5PM,"Zone 2, 15 min free",4.5,,Florence St between Commercial Rd & Vernon Tce in Teneriffe,9,0,,153.048856,-27.455525,4000537,,512,"{""coordinates"": [153.04885599999997, -27.455525000000012], ""type"": ""Point""}","-27.455525000000012, 153.04885599999997",9,"[{'from': '00:00', 'to': '08:00', 'type': 'Free'}, {'from': '08:00', 'to': '17:00', 'type': 'Paid', 'fee': 4.5}, {'from': '17:00', 'to': '23:59', 'type': 'Free'}]","[{'from': '00:00', 'to': '08:00', 'type': 'Free'}, {'from': '08:00', 'to': '17:00', 'type': 'Paid', 'fee': 4.5}, {'from': '17:00', 'to': '23:59', 'type': 'Free'}]","[{'from': '00:00', 'to': '08:00', 'type': 'Free'}, {'from': '08:00', 'to': '17:00', 'type': 'Paid', 'fee': 4.5}, {'from': '17:00', 'to': '23:59', 'type': 'Free'}]","[{'from': '00:00', 'to': '08:00', 'type': 'Free'}, {'from': '08:00', 'to': '17:00', 'type': 'Paid', 'fee': 4.5}, {'from': '17:00', 'to': '23:59', 'type': 'Free'}]","[{'from': '00:00', 'to': '08:00', 'type': 'Free'}, {'from': '08:00', 'to': '17:00', 'type': 'Paid', 'fee': 4.5}, {'from': '17:00', 'to': '23:59', 'type': 'Free'}]","[{'from': '00:00', 'to': '23:59', 'type': 'Free'}]","[{'from': '00:00', 'to': '23:59', 'type': 'Free'}]"
4426,TICKETLESS METER MULTISPACE,FLORENCE ST,TENERIFFE,4,NONE,MON-FRI,8AM-5PM,"Zone 2, 15 min free",3,,Florence St between Dath St & Ethel St in Teneriffe,4,0,,153.047932,-27.454614,4000531,,513,"{""coordinates"": [153.047932, -27.454613999999996], ""type"": ""Point""}","-27.454613999999996, 153.047932",4,"[{'from': '00:00', 'to': '08:00', 'type': 'Free'}, {'from': '08:00', 'to': '17:00', 'type': 'Paid', 'fee': 3.0}, {'from': '17:00', 'to': '23:59', 'type': 'Free'}]","[{'from': '00:00', 'to': '08:00', 'type': 'Free'}, {'from': '08:00', 'to': '17:00', 'type': 'Paid', 'fee': 3.0}, {'from': '17:00', 'to': '23:59', 'type': 'Free'}]","[{'from': '00:00', 'to': '08:00', 'type': 'Free'}, {'from': '08:00', 'to': '17:00', 'type': 'Paid', 'fee': 3.0}, {'from': '17:00', 'to': '23:59', 'type': 'Free'}]","[{'from': '00:00', 'to': '08:00', 'type': 'Free'}, {'from': '08:00', 'to': '17:00', 'type': 'Paid', 'fee': 3.0}, {'from': '17:00', 'to': '23:59', 'type': 'Free'}]","[{'from': '00:00', 'to': '08:00', 'type': 'Free'}, {'from': '08:00', 'to': '17:00', 'type': 'Paid', 'fee': 3.0}, {'from': '17:00', 'to': '23:59', 'type': 'Free'}]","[{'from': '00:00', 'to': '23:59', 'type': 'Free'}]","[{'from': '00:00', 'to': '23:59', 'type': 'Free'}]"
4427,TICKETLESS METER MULTISPACE,FLORENCE ST,TENERIFFE,1,NONE,MON-FRI,8AM-5PM,"Zone 2, 15 min free",4.5,,Florence St between Ethel St & Vernon Tce in Teneriffe,10,0,,153.049023,-27.455464,4000536,,514,"{""coordinates"": [153.049023, -27.455464], ""type"": ""Point""}","-27.455464, 153.049023",10,"[{'from': '00:00', 'to': '08:00', 'type': 'Free'}, {'from': '08:00', 'to': '17:00', 'type': 'Paid', 'fee': 4.5}, {'from': '17:00', 'to': '23:59', 'type': 'Free'}]","[{'from': '00:00', 'to': '08:00', 'type': 'Free'}, {'from': '08:00', 'to': '17:00', 'type': 'Paid', 'fee': 4.5}, {'from': '17:00', 'to': '23:59', 'type': 'Free'}]","[{'from': '00:00', 'to': '08:00', 'type': 'Free'}, {'from': '08:00', 'to': '17:00', 'type': 'Paid', 'fee': 4.5}, {'from': '17:00', 'to': '23:59', 'type': 'Free'}]","[{'from': '00:00', 'to': '08:00', 'type': 'Free'}, {'from': '08:00', 'to': '17:00', 'type': 'Paid', 'fee': 4.5}, {'from': '17:00', 'to': '23:59', 'type': 'Free'}]","[{'from': '00:00', 'to': '08:00', 'type': 'Free'}, {'from': '08:00', 'to': '17:00', 'type': 'Paid', 'fee': 4.5}, {'from': '17:00', 'to': '23:59', 'type': 'Free'}]","[{'from': '00:00', 'to': '23:59', 'type': 'Free'}]","[{'from': '00:00', 'to': '23:59', 'type': 'Free'}]"
4428,PAY BY MOBILE APP ONLY,ETHEL ST,TENERIFFE,3,NONE,MON-FRI,7AM-7PM,"Zone 2, 15 min free",4.5,,Ethel St between Vernon Tce & Florence St in Teneriffe,15,0,,153.048773,-27.454878,4000535,,515,"{""coordinates"": [153.048773, -27.454877999999997], ""type"": ""Point""}","-27.454877999999997, 153.048773",15,"[{'from': '00:00', 'to': '07:00', 'type': 'Free'}, {'from': '07:00', 'to': '19:00', 'type': 'Paid', 'fee': 4.5}, {'from': '19:00', 'to': '23:59', 'type': 'Free'}]","[{'from': '00:00', 'to': '07:00', 'type': 'Free'}, {'from': '07:00', 'to': '19:00', 'type': 'Paid', 'fee': 4.5}, {'from': '19:00', 'to': '23:59', 'type': 'Free'}]","[{'from': '00:00', 'to': '07:00', 'type': 'Free'}, {'from': '07:00', 'to': '19:00', 'type': 'Paid', 'fee': 4.5}, {'from': '19:00', 'to': '23:59', 'type': 'Free'}]","[{'from': '00:00', 'to': '07:00', 'type': 'Free'}, {'from': '07:00', 'to': '19:00', 'type': 'Paid', 'fee': 4.5}, {'from': '19:00', 'to': '23:59', 'type': 'Free'}]","[{'from': '00:00', 'to': '07:00', 'type': 'Free'}, {'from': '07:00', 'to': '19:00', 'type': 'Paid', 'fee': 4.5}, {'from': '19:00', 'to': '23:59', 'type': 'Free'}]","[{'from': '00:00', 'to': '23:59', 'type': 'Free'}]","[{'from': '00:00', 'to': '23:59', 'type': 'Free'}]"
4429,TICKETLESS METER MULTISPACE,VERNON TCE,TENERIFFE,2,NONE,MON-FRI,8AM-5PM,"Zone 2, 15 min free",4.5,,Vernon Tce between Florence St & Ethel St in Teneriffe,10,0,,153.049685,-27.455122,4000534,,516,"{""coordinates"": [153.049685, -27.455121999999996], ""type"": ""Point""}","-27.455121999999996, 153.049685",10,"[{'from': '00:00', 'to': '08:00', 'type': 'Free'}, {'from': '08:00', 'to': '17:00', 'type': 'Paid', 'fee': 4.5}, {'from': '17:00', 'to': '23:59', 'type': 'Free'}]","[{'from': '00:00', 'to': '08:00', 'type': 'Free'}, {'from': '08:00', 'to': '17:00', 'type': 'Paid', 'fee': 4.5}, {'from': '17:00', 'to': '23:59', 'type': 'Free'}]","[{'from': '00:00', 'to': '08:00', 'type': 'Free'}, {'from': '08:00', 'to': '17:00', 'type': 'Paid', 'fee': 4.5}, {'from': '17:00', 'to': '23:59', 'type': 'Free'}]","[{'from': '00:00', 'to': '08:00', 'type': 'Free'}, {'from': '08:00', 'to': '17:00', 'type': 'Paid', 'fee': 4.5}, {'from': '17:00', 'to': '23:59', 'type': 'Free'}]","[{'from': '00:00', 'to': '08:00', 'type': 'Free'}, {'from': '08:00', 'to': '17:00', 'type': 'Paid', 'fee': 4.5}, {'from': '17:00', 'to': '23:59', 'type': 'Free'}]","[{'from': '00:00', 'to': '23:59', 'type': 'Free'}]","[{'from': '00:00', 'to': '23:59', 'type': 'Free'}]"
4430,TICKETLESS METER MULTISPACE,VERNON TCE,TENERIFFE,4,NONE,MON-FRI,7AM-7PM,"Zone 2, 15 min free",3,,Vernon Tce between Ethel St & Dath St in Teneriffe,6,0,,153.049016,-27.453809,4000533,,517,"{""coordinates"": [153.049016, -27.453808999999996], ""type"": ""Point""}","-27.453808999999996, 153.049016",6,"[{'from': '00:00', 'to': '07:00', 'type': 'Free'}, {'from': '07:00', 'to': '19:00', 'type': 'Paid', 'fee': 3.0}, {'from': '19:00', 'to': '23:59', 'type': 'Free'}]","[{'from': '00:00', 'to': '07:00', 'type': 'Free'}, {'from': '07:00', 'to': '19:00', 'type': 'Paid', 'fee': 3.0}, {'from': '19:00', 'to': '23:59', 'type': 'Free'}]","[{'from': '00:00', 'to': '07:00', 'type': 'Free'}, {'from': '07:00', 'to': '19:00', 'type': 'Paid', 'fee': 3.0}, {'from': '19:00', 'to': '23:59', 'type': 'Free'}]","[{'from': '00:00', 'to': '07:00', 'type': 'Free'}, {'from': '07:00', 'to': '19:00', 'type': 'Paid', 'fee': 3.0}, {'from': '19:00', 'to': '23:59', 'type': 'Free'}]","[{'from': '00:00', 'to': '07:00', 'type': 'Free'}, {'from': '07:00', 'to': '19:00', 'type': 'Paid', 'fee': 3.0}, {'from': '19:00', 'to': '23:59', 'type': 'Free'}]","[{'from': '00:00', 'to': '23:59', 'type': 'Free'}]","[{'from': '00:00', 'to': '23:59', 'type': 'Free'}]"
4431,TICKETLESS METER MULTISPACE,VERNON TCE,TENERIFFE,4,NONE,MON-FRI,7AM-7PM,"Zone 2, 15 min free",3,,Vernon Tce between Dath St & Commercial Rd in Teneriffe,6,0,,153.048614,-27.453202,4000533,,518,"{""coordinates"": [153.048614, -27.45320200000001], ""type"": ""Point""}","-27.45320200000001, 153.048614",6,"[{'from': '00:00', 'to': '07:00', 'type': 'Free'}, {'from': '07:00', 'to': '19:00', 'type': 'Paid', 'fee': 3.0}, {'from': '19:00', 'to': '23:59', 'type': 'Free'}]","[{'from': '00:00', 'to': '07:00', 'type': 'Free'}, {'from': '07:00', 'to': '19:00', 'type': 'Paid', 'fee': 3.0}, {'from': '19:00', 'to': '23:59', 'type': 'Free'}]","[{'from': '00:00', 'to': '07:00', 'type': 'Free'}, {'from': '07:00', 'to': '19:00', 'type': 'Paid', 'fee': 3.0}, {'from': '19:00', 'to': '23:59', 'type': 'Free'}]","[{'from': '00:00', 'to': '07:00', 'type': 'Free'}, {'from': '07:00', 'to': '19:00', 'type': 'Paid', 'fee': 3.0}, {'from': '19:00', 'to': '23:59', 'type': 'Free'}]","[{'from': '00:00', 'to': '07:00', 'type': 'Free'}, {'from': '07:00', 'to': '19:00', 'type': 'Paid', 'fee': 3.0}, {'from': '19:00', 'to': '23:59', 'type': 'Free'}]","[{'from': '00:00', 'to': '23:59', 'type': 'Free'}]","[{'from': '00:00', 'to': '23:59', 'type': 'Free'}]"
4432,TICKETLESS METER MULTISPACE,VERNON TCE,TENERIFFE,4,NONE,MON-FRI,7AM-7PM,"Zone 2, 15 min free",3,,Vernon Tce between Commercial Rd & Macquarie St in Teneriffe,10,0,,153.048885,-27.453326,4000533,,519,"{""coordinates"": [153.048885, -27.453325999999993], ""type"": ""Point""}","-27.453325999999993, 153.048885",10,"[{'from': '00:00', 'to': '07:00', 'type': 'Free'}, {'from': '07:00', 'to': '19:00', 'type': 'Paid', 'fee': 3.0}, {'from': '19:00', 'to': '23:59', 'type': 'Free'}]","[{'from': '00:00', 'to': '07:00', 'type': 'Free'}, {'from': '07:00', 'to': '19:00', 'type': 'Paid', 'fee': 3.0}, {'from': '19:00', 'to': '23:59', 'type': 'Free'}]","[{'from': '00:00', 'to': '07:00', 'type': 'Free'}, {'from': '07:00', 'to': '19:00', 'type': 'Paid', 'fee': 3.0}, {'from': '19:00', 'to': '23:59', 'type': 'Free'}]","[{'from': '00:00', 'to': '07:00', 'type': 'Free'}, {'from': '07:00', 'to': '19:00', 'type': 'Paid', 'fee': 3.0}, {'from': '19:00', 'to': '23:59', 'type': 'Free'}]","[{'from': '00:00', 'to': '07:00', 'type': 'Free'}, {'from': '07:00', 'to': '19:00', 'type': 'Paid', 'fee': 3.0}, {'from': '19:00', 'to': '23:59', 'type': 'Free'}]","[{'from': '00:00', 'to': '23:59', 'type': 'Free'}]","[{'from': '00:00', 'to': '23:59', 'type': 'Free'}]"
4433,TICKETLESS METER MULTISPACE,VERNON TCE,TENERIFFE,4,NONE,MON-FRI,8AM-5PM,"Zone 2, 15 min free",3,,Vernon Tce between Ethel St & Florence St in Teneriffe,6,0,,153.049822,-27.455085,4000539,,520,"{""coordinates"": [153.049822, -27.455085], ""type"": ""Point""}","-27.455085, 153.049822",6,"[{'from': '00:00', 'to': '08:00', 'type': 'Free'}, {'from': '08:00', 'to': '17:00', 'type': 'Paid', 'fee': 3.0}, {'from': '17:00', 'to': '23:59', 'type': 'Free'}]","[{'from': '00:00', 'to': '08:00', 'type': 'Free'}, {'from': '08:00', 'to': '17:00', 'type': 'Paid', 'fee': 3.0}, {'from': '17:00', 'to': '23:59', 'type': 'Free'}]","[{'from': '00:00', 'to': '08:00', 'type': 'Free'}, {'from': '08:00', 'to': '17:00', 'type': 'Paid', 'fee': 3.0}, {'from': '17:00', 'to': '23:59', 'type': 'Free'}]","[{'from': '00:00', 'to': '08:00', 'type': 'Free'}, {'from': '08:00', 'to': '17:00', 'type': 'Paid', 'fee': 3.0}, {'from': '17:00', 'to': '23:59', 'type': 'Free'}]","[{'from': '00:00', 'to': '08:00', 'type': 'Free'}, {'from': '08:00', 'to': '17:00', 'type': 'Paid', 'fee': 3.0}, {'from': '17:00', 'to': '23:59', 'type': 'Free'}]","[{'from': '00:00', 'to': '23:59', 'type': 'Free'}]","[{'from': '00:00', 'to': '23:59', 'type': 'Free'}]"
4678,TICKETLESS METER MULTISPACE,MEIN ST,SPRING HILL,3,NONE,MON-FRI,8AM-5PM,"Zone 1, 15 min free",6.15,,Mein St between Boundary St & Bowen St in Spring Hill,6,0,,153.028726,-27.461917,4000307,,521,"{""coordinates"": [153.028726, -27.461917000000017], ""type"": ""Point""}","-27.461917000000017, 153.028726",6,"[{'from': '00:00', 'to': '08:00', 'type': 'Free'}, {'from': '08:00', 'to': '17:00', 'type': 'Paid', 'fee': 6.15}, {'from': '17:00', 'to': '23:59', 'type': 'Free'}]","[{'from': '00:00', 'to': '08:00', 'type': 'Free'}, {'from': '08:00', 'to': '17:00', 'type': 'Paid', 'fee': 6.15}, {'from': '17:00', 'to': '23:59', 'type': 'Free'}]","[{'from': '00:00', 'to': '08:00', 'type': 'Free'}, {'from': '08:00', 'to': '17:00', 'type': 'Paid', 'fee': 6.15}, {'from': '17:00', 'to': '23:59', 'type': 'Free'}]","[{'from': '00:00', 'to': '08:00', 'type': 'Free'}, {'from': '08:00', 'to': '17:00', 'type': 'Paid', 'fee': 6.15}, {'from': '17:00', 'to': '23:59', 'type': 'Free'}]","[{'from': '00:00', 'to': '08:00', 'type': 'Free'}, {'from': '08:00', 'to': '17:00', 'type': 'Paid', 'fee': 6.15}, {'from': '17:00', 'to': '23:59', 'type': 'Free'}]","[{'from': '00:00', 'to': '23:59', 'type': 'Free'}]","[{'from': '00:00', 'to': '23:59', 'type': 'Free'}]"
4679,TICKETLESS METER MULTISPACE,HARTLEY ST,SPRING HILL,12,NONE,MON-FRI,7AM-7PM,"Zone 1, 15 min free",4.05,,Hartley St between Gloucester St & Boundary St in Spring Hill,7,0,,153.029532,-27.461234,4000309,16,522,"{""coordinates"": [153.029532, -27.46123399999999], ""type"": ""Point""}","-27.46123399999999, 153.029532",7,"[{'from': '00:00', 'to': '07:00', 'type': 'Free'}, {'from': '07:00', 'to': '19:00', 'type': 'Paid', 'fee': 4.05}, {'from': '19:00', 'to': '23:59', 'type': 'Free'}]","[{'from': '00:00', 'to': '07:00', 'type': 'Free'}, {'from': '07:00', 'to': '19:00', 'type': 'Paid', 'fee': 4.05}, {'from': '19:00', 'to': '23:59', 'type': 'Free'}]","[{'from': '00:00', 'to': '07:00', 'type': 'Free'}, {'from': '07:00', 'to': '19:00', 'type': 'Paid', 'fee': 4.05}, {'from': '19:00', 'to': '23:59', 'type': 'Free'}]","[{'from': '00:00', 'to': '07:00', 'type': 'Free'}, {'from': '07:00', 'to': '19:00', 'type': 'Paid', 'fee': 4.05}, {'from': '19:00', 'to': '23:59', 'type': 'Free'}]","[{'from': '00:00', 'to': '07:00', 'type': 'Free'}, {'from': '07:00', 'to': '19:00', 'type': 'Paid', 'fee': 4.05}, {'from': '19:00', 'to': '23:59', 'type': 'Free'}]","[{'from': '00:00', 'to': '23:59', 'type': 'Free'}]","[{'from': '00:00', 'to': '23:59', 'type': 'Free'}]"
4680,TICKETLESS METER MULTISPACE,SCHOOL ST,SPRING HILL,12,NONE,MON-FRI,7AM-7PM,"Zone 1, 15 min free",4.05,,School St between Boundary St & Warren St in Spring Hill,14,0,,153.030424,-27.461051,4000311,16,523,"{""coordinates"": [153.030424, -27.461051000000005], ""type"": ""Point""}","-27.461051000000005, 153.030424",14,"[{'from': '00:00', 'to': '07:00', 'type': 'Free'}, {'from': '07:00', 'to': '19:00', 'type': 'Paid', 'fee': 4.05}, {'from': '19:00', 'to': '23:59', 'type': 'Free'}]","[{'from': '00:00', 'to': '07:00', 'type': 'Free'}, {'from': '07:00', 'to': '19:00', 'type': 'Paid', 'fee': 4.05}, {'from': '19:00', 'to': '23:59', 'type': 'Free'}]","[{'from': '00:00', 'to': '07:00', 'type': 'Free'}, {'from': '07:00', 'to': '19:00', 'type': 'Paid', 'fee': 4.05}, {'from': '19:00', 'to': '23:59', 'type': 'Free'}]","[{'from': '00:00', 'to': '07:00', 'type': 'Free'}, {'from': '07:00', 'to': '19:00', 'type': 'Paid', 'fee': 4.05}, {'from': '19:00', 'to': '23:59', 'type': 'Free'}]","[{'from': '00:00', 'to': '07:00', 'type': 'Free'}, {'from': '07:00', 'to': '19:00', 'type': 'Paid', 'fee': 4.05}, {'from': '19:00', 'to': '23:59', 'type': 'Free'}]","[{'from': '00:00', 'to': '23:59', 'type': 'Free'}]","[{'from': '00:00', 'to': '23:59', 'type': 'Free'}]"
4681,TICKETLESS METER MULTISPACE,SCHOOL ST,SPRING HILL,12,NONE,MON-FRI,7AM-7PM,"Zone 1, 15 min free",4.05,,School St between Turbot St and Warren St in Spring Hill,8,0,,153.030382,-27.460231,4000311,16,524,"{""coordinates"": [153.030382, -27.460230999999993], ""type"": ""Point""}","-27.460230999999993, 153.030382",8,"[{'from': '00:00', 'to': '07:00', 'type': 'Free'}, {'from': '07:00', 'to': '19:00', 'type': 'Paid', 'fee': 4.05}, {'from': '19:00', 'to': '23:59', 'type': 'Free'}]","[{'from': '00:00', 'to': '07:00', 'type': 'Free'}, {'from': '07:00', 'to': '19:00', 'type': 'Paid', 'fee': 4.05}, {'from': '19:00', 'to': '23:59', 'type': 'Free'}]","[{'from': '00:00', 'to': '07:00', 'type': 'Free'}, {'from': '07:00', 'to': '19:00', 'type': 'Paid', 'fee': 4.05}, {'from': '19:00', 'to': '23:59', 'type': 'Free'}]","[{'from': '00:00', 'to': '07:00', 'type': 'Free'}, {'from': '07:00', 'to': '19:00', 'type': 'Paid', 'fee': 4.05}, {'from': '19:00', 'to': '23:59', 'type': 'Free'}]","[{'from': '00:00', 'to': '07:00', 'type': 'Free'}, {'from': '07:00', 'to': '19:00', 'type': 'Paid', 'fee': 4.05}, {'from': '19:00', 'to': '23:59', 'type': 'Free'}]","[{'from': '00:00', 'to': '23:59', 'type': 'Free'}]","[{'from': '00:00', 'to': '23:59', 'type': 'Free'}]"
